"ACA_Tracking__c","Account_Source_Detail__c","Account_Source_Options__c","Account_Status__c","Account_Type__c","AccountSource","Adoption_Date__c","Banking_Information__c","Benefits_Plan__c","Bill_Rate__c","BillingCity","BillingPostalCode","BillingState","BillingStreet","Business_Structure__c","Check_Date__c","Client_Expectations__c","Client_Legal_Name__c","Client_Prioritieis__c","Close_Date__c","COBRA__c","COI__c","COI_Renewal_Date__c","Company_HQ_State__c","Company_Start_Date__c","Cost_Centers__c","CPEO_Form_8973_Sent_to_IRS__c","CreatedDate","Current_Payroll_PEO_Provider__c","DBA_Name__c","Delivery_Method__c","Description","E_Verify__c","E_Verify_Connector__c","EAP__c","Effective_Date__c","EIN__c","Employee_Data_Import_Received__c","Employee_Types__c","EPLI__c","Exemptions__c","Fax","First_Check_Date__c","First_Pay_Period__c","FMLA__c","Funding_Method__c","History_Required__c","HR_Contact__c","HR_Team__c","HRIS__c","Id","Important_Information__c","Industry","Job_Costing_Requested__c","Master_401k__c","Master_Ancillary__c","Master_Handbook__c","Master_Health__c","Master_Plan_Effective_Date__c","Master_WC__c","NACIS_Code__c","NAIC_Code__c","Name","Number_of_Pay_Periods__c","NumberOfEmployees","Onboarding_Method__c","Operating_Status__c","Ownership","ParentId","Pay_Frequency__c","Pay_Period_1__c","Pay_Period_2__c","Pay_Period_3__c","Pay_Period_4__c","Pay_Period_End__c","Pay_Period_Start__c","Payroll__c","Payroll_Contact__c","Payroll_Personnel__c","Payroll_Platform__c","Period_1_End__c","Period_1_Pay_Date__c","Period_1_Start__c","Period_2_End__c","Period_2_Pay_Date__c","Period_2_Start__c","Period_3_End__c","Period_3_Pay_Date__c","Period_3_Start__c","Period_4_End__c","Period_4_Pay_Date__c","Period_4_Start__c","Phone","Plan_ID__c","Plan_Start_Date__c","Pretty_Contribution__c","Pretty_Eligibility__c","Previous_Payroll_Provider__c","Prior_Payroll_Provider__c","Quarterly_Announcement__c","Rating","Reason_for_leaving__c","Referrer_Name__c","Retirement_Deduction_Codes_Needed__c","Sales_Commitments__c","Scheduled_Termination_Date__c","Semi_Monthly_Pay_Day__c","Semi_Monthly_Pay_Period_1_End__c","Semi_Monthly_Pay_Period_1_Pay_Day__c","Semi_Monthly_Pay_Period_1_Start__c","Semi_Monthly_Pay_Period_2_End__c","Semi_Monthly_Pay_Period_2_Pay_Day__c","Semi_Monthly_Pay_Period_2_Start__c","Semi_Monthly_Pay_Period_Days__c","Service_ACA__c","ShippingCity","ShippingPostalCode","ShippingState","ShippingStreet","Special_Instructions__c","Spending_Plan__c","Stand_Alone_Renewal_Date__c","State_SUTA__c","State_SUTA_Rate__c","States__c","Tax_Exempt_Status__c","Term_Date__c","Term_Notification_Date__c","Term_Reason__c","Term_Reason_Detail__c","Time_Clock_Types__c","TLM__c","Track_Accruals__c","Type","UKG_Short_name__c","Vesting_Schedule__c","Website","Weekly_Pay_Day__c","Weekly_Period_End__c","Weekly_Period_Start__c","Welcome_Call_Completed__c","Welcome_Call_Date__c","Worklio_Client_Number__c","Year_Business_Started__c"
"false","","Scott Insurance","Prospect","","Broker","","","","","Cary","27519","NC","7602 McCrimmon Pkwy","","","","Noggin Guru, LLC","","","false","","","NC","","","false","2023-06-30T18:05:30.000Z","","Noggin Guru","","","false","false","false","2023-09-01","","false","","false","","","","","true","","","","false","false","001AJ000006eIcMYAU","","Other","","true","true","false","true","","true","","","Noggin Guru, LLC","","4","","","","","Semi-Monthly","","","","","","","false","","Leah Johnson","UKG","","","","","","","","","","","","","919.436.8133","","","","","","","false","","","","","","","","","","","","","","","false","Cary","27519","NC","7602 McCrimmon Pkwy","Noggin Guru & BoxScore operating under BoxScore for Health ins. purpose due to common Ownership.  They'll continue to acquire businesses under this umbrella, adding employees and lives to insurance.  UKG","","","","","CA;NY;NC","","","","","","","false","false","","","","https://www.nogginguru.com/","","","","true","2023-06-29","",""
"false","","PEO Spectrum","Client","PEO","Broker","","","","","Destin","32541","FL","1008 Airport Road","","","SMOOTH TRANSITION!  Might want to use REST API - told them we can create the account and connect them with a partner but we do not do any integration.","","create a common set of polices, tech, and benefits across all companies.","2023-07-03","false","","","","","","false","2023-06-30T18:58:42.000Z","","RealJoy Vacations","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006eJFeYAM","10-1 start - Keeping FL Blue medical and use our MetLife 11-1 renewal on FL Blue. - 401k part of Simple HR PEO so needs to move.  WC to be shopped and if current policy is best BoR and get on PayGO.","","","false","true","false","false","","false","","","RJ Vacations LLC","","245","","","","001AJ0000068i7dYAA","","","","","","","","false","","Samantha Brooks","UKG","","","","","","","","","","","","","5","","","","","","","false","","","","","10-1 start.  Excellent Service.","","","","","","","","","","false","Destin","32541","FL","1008 Airport Road","create a common set of polices, tech, and benefits across all companies.  
Use UKG and EB for benefits on FL Blue.  Might BoR plans to Scott Ins.","","","","","AL;FL","","","","","","","false","false","","","","villagerealty.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Austin","78765","TX","PO Box #650014,","","","","","","","false","","","","","","false","2023-07-03T15:01:04.000Z","Other","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006fuPoYAI","","","","false","false","false","false","","false","","","Liquibase","","53","","","","","","","","","","","","false","","","","","","","","","","","","","","","","512-632-0456","","","","","","","false","","","","","","","","","","","","","","","false","Austin","78765","TX","PO Box #650014,","","","","","","CA;CO;FL;GA;MD;MA;NH;NC;PA;TX;WA","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Prospect","","Referral Partner","","","","","Pittsburgh","15222","PA","535 Smithfield Street Suite 550","","","","","","","false","","","PA","","","false","2023-07-05T20:02:00.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006hw6vYAA","","Marketing","","false","false","false","false","","false","","","Chemistry Communications","","150","","","","","Semi-Monthly","","","","","","","false","","","UKG","","","","","","","","","","","","","","","","","","","","false","","Paycore","","","","","","","","","","","","","false","Pittsburgh","15222","PA","535 Smithfield Street Suite 550","","","","","","FL;GA;IL;NY;NC;OH;PA;SC;TN","","","","","","","false","false","","","","chemistryagency.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Phoenix","85004","AZ","600 East Washington Street","","","","","","","false","","","","","","false","2023-07-06T12:07:52.000Z","ADP TotalSource","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006iWopYAE","","","","false","false","false","false","","false","","","Arizona Science Center","","215","","","","","Biweekly","","","","","","","false","","","","","","","","","","","","","","","","602-716-2034","","","","","","","false","","","","","","","","","","","","","","","false","Phoenix","85004","AZ","600 East Washington Street","","","","","","AZ;CO","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Prospect","PEO","","","","","","","","","","","","","","","","false","","","","","","false","2023-07-07T13:31:42.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006jNWFYA2","","","","false","false","false","false","","false","","","Nexagen Networks Inc.","","119","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(410) 306-6160","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","AZ;CO;DE;FL;GA;HI;IL;IA;MD;NJ;NC;RI;SC;TX;VA;WV;WI","","","","","","","false","false","","","","nexagen.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Abilene","67410","KS","2005 North Buckeye Avenue","","","","","","","false","","","","","","false","2023-07-07T14:53:34.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006jPw0YAE","","","","false","false","false","false","","false","","","Holm Automotive Center and Holm Buick GMC LLC","","111","","","","","","","","","","","","false","","","","","","","","","","","","","","","","555-555-5555","","","","","","","false","","","","","","","","","","","","","","","false","Abilene","67410","KS","2005 North Buckeye Avenue","","","","","","KS","","","","","","","false","false","","","","www.holmauto.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Spicewood","78669","TX","15511 State Highway 71","","","","","","","false","","","","","","false","2023-07-07T15:47:15.000Z","Paychex","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006jQEzYAM","","","","false","false","false","false","","false","","","15511 Management LLC","","26","","","","","","","","","","","","false","","","","","","","","","","","","","","","","619) 987-7970","","","","","","","false","","Hope all is well. This group moved to Paychex for 2 months and is very unhappy. Please let me know if you need anything else.","","","","","","","","","","","","","false","Spicewood","78669","TX","15511 State Highway 71","","","","","","CA;CT;MD;MN;NV;NY;NC;SC;TX;VA","","","","","","","false","false","","","","earlymedical.com","","","","false","","",""
"false","","","Prospect","","PEO Broker","","","","","Newton","02459","MA","154 Wells Ave, Suite 4","","","","","","","false","","","","","","false","2023-07-07T16:14:16.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006jR9TYAU","","Technology","","false","false","false","false","","false","","","CENTERITY SYSTEMS INC-","","11","","","","","","","","","","","","false","","","","","","","","","","","","","","","","303-888-0191","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","CO;FL;GA;MA;OH","","","","","","","false","false","","","","www.centerity.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","","","","","","","","","","","false","","","","","","false","2023-07-07T18:48:20.000Z","Justworks","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006jVHiYAM","","","","false","false","false","false","","false","","","MONOLITH BRANDS GROUP INC-","","147","","","","","","","","","","","","false","","","","","","","","","","","","","","","","212-457-6235","","","","","","","false","","not happy with JustWorks after three years","","","","","","","","","","","","","false","","","","","","","","","","AZ;CA;CO;CT;FL;ID;IL;IN;KS;MA;MI;NJ;NY;NC;PA;TN;TX;UT;VA;WA","","","","","","","false","false","","","","https://www.monolithbrands.com/","","","","false","","",""
"false","","","Prospect","PEO","Website","","","","","Manchester","37355","TN","857 McArthur Street","","","They place a premium on relationships and small-town service. They specifically contacted us because we are family-owned, 25+ years in business, and the prospect believes we will provide the attention and care they want.","","1. Affordable health insurance for employees
2. HR assistance","","false","","","TN","","","false","2023-07-11T19:42:54.000Z","ADP","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006lvbXYAQ","Have aggressive business growth plans - currently expanding to an additional facility, have seen quadruple growth over the last five years.

They have 2 business units: one is the local business for pool/spa retail store, service, maintenance and pool construction.","Construction","","false","false","false","false","","false","","238990","Clearwater Pool & Spa, Inc.","","30","","","","","","","","","","","","false","","","","","","","","","","","","","","","","93145014501005","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TN","","","","","","","false","false","","","","https://clearwatermanchester.com/","","","","false","","",""
"false","PEO Spectrum-Patrick Hughes","","Prospect","","Referral Partner","","","","","Colorado Springs","80919","CO","957 E FILLMORE ST","","","","","","","false","","","CO","","","false","2023-07-12T13:45:17.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006mUmjYAE","","Construction","","true","true","false","true","","true","","236115","RELIANT CONSTRUCTION-","","19","","","","","Biweekly","","","","","","","false","","","TBD","","","","","","","","","","","","","(719) 358-9216","","","","","","","false","","","","","","","","","","","","","","","false","Colorado Springs","80919","CO","957 E FILLMORE ST","","","","","","CO;FL","","","","","","","false","false","","","","https://www.reliant-construction.com/","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Scarsdale","10530","NY","313 Central Park Avenue","","","","","","","false","","","","","","false","2023-07-12T16:56:29.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006mZT7YAM","","","","false","false","false","false","","false","","","Child Care Council of Westchester","","45","","","","","","","","","","","","false","","","","","","","","","","","","","","","","914-761-3456","","","","","","","false","","","","","","","","","","","","","","","false","Scarsdale","10530","NY","313 Central Park Avenue","","","","","","NY","","","","","","","false","false","","","","http://www.childcarewestchester.org","","","","false","","",""
"false","","","Client","ASO","Referral","","Draw Down Wire (Funds are drafted 72 hours prior to check date)","","","Midland","79701","TX","1100 South Garfield Street","LLC","","Client was former employee of Metro, a Propel client. They expect similar customer service levels.","Jax Rental & Equipment, LLC","They are self-described paper-based for many administrative tasks.","2023-07-19","false","","","TX","","","false","2023-07-12T19:05:59.000Z","","","Paperless","","false","false","false","","92-2535286","false","","false","","","2023-09-25","","false","","No","","false","false","001AJ000006mgEYYAY","None.","","","false","false","false","false","","false","","","Jax Rental & Equipment","","4","","","","","Biweekly","Bi-Weekly","","","","","","false","","Becky Cumberland","Worklio","2023-09-16","2023-09-25","2023-09-03","","","","","","","","","","432-686-7368","","","","","","PropelHR","false","","","","","No special commitments were made","","","","","","","","","","false","Midland","79701","TX","1100 South Garfield Street","None.","","","","","TX","Not Exempt","","","","","","false","false","","","","http://www.nowebsiteyet.com","","","","true","2023-07-31","","2023"
"false","","","Prospect","PEO","Referral Partner","","","","","Highland","62249","IL","1000 Broadway Ste 300","","","","","","","false","","","IL","","","false","2023-07-12T19:06:48.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006mkAhYAI","","Technology","","true","true","false","true","","true","","","Embrace Education","","44","","","","","Biweekly","","","","","","","false","","","TBD","","","","","","","","","","","","","618.654.6960","","","","","","","false","","","","","","","","","","","","","","","false","Highland","62249","IL","1000 Broadway Ste 300","","","","","","AZ;FL;GA;IL;MI;MO;NH;SC;TN;TX;UT","","","","","","","false","false","","","","www.embraceeducation.com","","","","false","","",""
"false","Nick Kammeyer","Scott Insurance","Prospect","","Broker","","","","","Charlotte","28204","NC","1320 Harding Place","","","","KinderMourn, Inc.","","","false","","","","","","false","2023-07-14T21:53:59.000Z","","","","","false","false","false","2023-10-01","","false","","false","","","","","true","","","","false","false","001AJ000006oGzxYAE","","Not For Profit","","true","true","false","true","","true","","","KinderMourn","","8","","","","","Semi-Monthly","","","","","","","false","","","TBD","","","","","","","","","","","","","704.962.7718","","","","","","","false","","Currently with Gusto payroll","","","","","","","","","","","","","false","Charlotte","28204","NC","1320 Harding Place","","","","","","NC","","","","","","","false","false","","","","www.kindermourn.org","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Cambridge","02139","MA","75 Sidney Street","","","","","","","false","","","","","","false","2023-07-18T15:11:05.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006qnlwYAA","","","","false","false","false","false","","false","","","LiquiGlide","","18","","","","","","","","","","","","false","","","","","","","","","","","","","","","","555-555-5555","","","","","","","false","","","","","","","","","","","","","","","false","Cambridge","02139","MA","75 Sidney Street","","","","","","FL;MA","","","","","","","false","false","","","","https://liquiglide.com/","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Halesite","11743","NY","36 New York Avenue","","","","","","","false","","","","","","false","2023-07-18T15:35:59.000Z","ADP TotalSource","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006qoFCYAY","","","","false","false","false","false","","false","","","Catalyst Funds","","58","","","","","","","","","","","","false","","","","","","","","","","","","","","","","646-827-2761","","","","","","","false","","","","","","","","","","","","","","","false","Halesite","11743","NY","36 New York Avenue","","","","","","CT;FL;IL;IN;KY;MD;MI;NE;NJ;NY;OH;PA;RI","","","","","","","false","false","","","","catalystmf.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Washington","20250","DC","1400 Independence Avenue Southwest","","","","","","","false","","","","","","false","2023-07-18T16:51:41.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006qpBlYAI","","","","false","false","false","false","","false","","","Agriculture FCU","","46","","","","","","","","","","","","false","","","","","","","","","","","","","","","","888) 967-4264","","","","","","","false","","","","","","","","","","","","","","","false","Washington","20250","DC","1400 Independence Avenue Southwest","","","","","","FL;MD;NC;VA;DC","","","","","","","false","false","","","","https://www.agfed.org/","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Flemington","08822","NJ","25 Minneakoning Road","","","","","","","false","","","","","","false","2023-07-19T14:06:03.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006rWkEYAU","","","","false","false","false","false","","false","","","Waltron","","14","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(908) 534-5100","","","","","","","false","","","","","","","","","","","","","","","false","Flemington","08822","NJ","25 Minneakoning Road","","","","","","NJ","","","","","","","false","false","","","","www.waltron.net","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Kensington","94707","CA","384 Colusa Avenue","","","","","","","false","","","","","","false","2023-07-19T14:48:40.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006rXOvYAM","","","","false","false","false","false","","false","","","Worldly","","59","","","","","","","","","","","","false","","","","","","","","","","","","","","","","303-448-0678","","","","","","","false","","","","","","","","","","","","","","","false","Kensington","94707","CA","384 Colusa Avenue","","","","","","AZ;AR;CA;CO;FL;IL;ME;MN;MT;NV;NY;NC;OH;OR;TX;UT;VT;WA;WI;DC","","","","","","","false","false","","","","www.wordly.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Edgewater","32141","FL","4100 U.S. 1","","","","","","","false","","","","","","false","2023-07-24T18:41:40.000Z","Paychex","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006uhzaYAA","","","","false","false","false","false","","false","","","Florida Recreational Marketing, LLC","","308","","","","","","","","","","","","false","","","","","","","","","","","","","","","","412-722-9515","","","","","","","false","","","","","","","","","","","","","","","false","Edgewater","32141","FL","4100 U.S. 1","","","","","","FL;GA;IN;TN","","","","","","","false","false","","","","www.factorydirectmarine.com/","","","","false","","",""
"false","","","Prospect","","","","","","","Dallas","75201","TX","1845 Woodall Rodgers Freeway, Suite 1160","","","","","","","false","","","","","","false","2023-07-24T21:16:39.000Z","Other","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006uk7lYAA","","","","false","false","false","false","","false","","","Kalterra Capital Partners","","19","","","","","","","","","","","","false","","","","","","","","","","","","","","","","214-675-2499","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TX","","","","","","","false","false","","","","kalterracapital.com","","","","false","","",""
"false","PEO Spectrum-Mary Beth Crowley","","Prospect","PEO","Referral Partner","","","","","NY","10018","NY","29 W. 38th Street, 9th Flo","","","","","","","false","","","NY","","","false","2023-07-24T21:52:01.000Z","Other","NYFA","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006ukbtYAA","","","","true","true","false","true","","true","","","New York Foundation of the Arts","","29","","","","","Biweekly","","","","","","","false","","","TBD","","","","","","","","","","","","","212.366.6900","","","","","","","false","","No Incumbent PEO","","","","","","","","","","","","","false","NY","10018","NY","29 W. 38th Street, 9th Floor","","","","","","NY","","","","","","","false","false","","","","www.nyfa.org","","","","false","","",""
"false","","Michael Rolison","Client","PEO","Broker","2023-11-01","Draw Down Wire (Funds are drafted 72 hours prior to check date)","","$125. monthly
$500. setup","New York","10003","New York","19 Union Sq W
Floor 8","S Corp","","Great Service - has moved from TriNet two years ago to JustWorks but got a very large renewal which he thinks was a bait and switch to get him to move.","Sonic Union, Inc.","","2023-09-13","false","","","NY","","","false","2023-07-25T15:37:44.000Z","Justworks","","Paperless","","false","false","true","","13-3708513","false","","true","","","","","false","","","","false","false","001AJ000006vLDlYAM","Bi-Weekly now but might want to move to Semi Monthly.","","Yes","true","false","false","true","","true","","","Sonic Union Inc","","35","","","","","","Bi-Weekly","","","","","","false","","Stephen King","UKG","2023-11-04","2023-11-10","2023-10-22","","","","","","","","","","12123023001","","","The company provides a Safe Harbor match of 100% match on the first 3% of employee contributions and an additional 50% match on the  next 2% of contributions.","Age: No age requirement
Service: 2 months","","PropelHR","true","","cost of benefits","","","11-1 start.  Has medical and 401k with justworks PEO.","","","","","","","","","","false","New York","10003","New York","19 Union Sq W","One of the first questions we have on our side is timing given that Nov 1 is mid-pay period.  Adam","","","","","CA;CO;IN;MA;NJ;NY;PA","Not Exempt","","","","","Mobile AppWeb","false","false","","","","https://www.sonicunion.com/","","","","false","2023-09-19","","1994"
"false","PEO Spectrum-Joe Schnepf","","Prospect","","Referral Partner","","","","","New York","10013","NY","40 Worth St. Rm 703","","","","","","","false","","","NY","","","false","2023-07-25T22:28:06.000Z","Justworks","","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006vRMzYAM","","","","true","true","false","true","","true","","","Tillotson Design Associates","","22","","","","","Semi-Monthly","","","","","","","false","","","Worklio","","","","","","","","","","","","","212.675.7760","","","","","","","false","","","","","","","","","","","","","","","false","New York","10013","NY","40 Worth St. Rm 703","","","","","","CA;NY","","","","","","","false","false","","","","www.tillotsondesign.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Fairfield","07004","NJ","14 Madison Road","","","","","","","false","","","","","","false","2023-07-26T14:30:22.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006w0HmYAI","","","","false","false","false","false","","false","","","The Inception Company","","63","","","","","","","","","","","","false","","","","","","","","","","","","","","","","617-820-7861","","","","","","","false","","","","","","","","","","","","","","","false","Fairfield","07004","NJ","14 Madison Road","","","","","","AZ;CA;DE;FL;GA;ID;MS;NJ;NY;NC;PA;TX;WV","","","","","","","false","false","","","","www.inceptioncompany.com/","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Bellaire","77401","TX","4747 Bellaire Boulevard","","","","","","","false","","","","","","false","2023-07-26T14:49:22.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006w1CMYAY","","","","false","false","false","false","","false","","","Texas Endovascular Associates","","65","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(713) 804-4892","","","","","","","false","","","","","","","","","","","","","","","false","Bellaire","77401","TX","4747 Bellaire Boulevard","","","","","","GA;OH;TX","","","","","","","false","false","","","","www.texaseva.com","","","","false","","",""
"false","","","Prospect","","PEO Broker","","","","","Forth Wayne","46804","IN","4025 W Jefferson Blvd.","","","","","","","false","","","IN","","","false","2023-07-26T16:01:22.000Z","","","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006w2iZYAQ","","Banking","","true","true","false","true","","true","","","Public Service Credit Union","","20","","","","","Biweekly","","","","","","","false","","","Worklio","","","","","","","","","","","","","260-432-3433","","","","","","","false","","","","","","","","","","","","","","","false","Fort Wayne","46804","IN","4025 W Jefferson Blvd.","","","","","","IN","","","","","","","false","false","","","","www.mypscu.com","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Bozeman","59715","MT","10 Evergreen Dr. Suite G.","","","","","","","false","","","","","","false","2023-07-26T16:21:24.000Z","","","","","false","false","false","","","false","","false","","","","","true","","","","false","false","001AJ000006w30qYAA","","","","true","true","false","true","","true","","","G3 Aersospace","","32","","","","","Semi-Monthly","","","","","","","false","","","Worklio","","","","","","","","","","","","","(406) 602-3330","","","","","","","false","","","","","","","","","","","","","","","false","Bozeman","59715","MT","10 Evergreen Dr. Suite G.","","","","","","MT","","","","","","","false","false","","","","","","","","false","","",""
"false","Joe Schnepf","PEO Spectrum","Client","PEO","Broker","","Draw Down Wire (Funds are drafted 72 hours prior to check date)","","","Brooklyn","11238","NY","135 Eastern Parkway
Suite 6K","LLC","","","Galileo Research & Strategy Consultancy, LLC","","2023-09-15","false","","","NY","","","false","2023-07-27T13:04:28.000Z","Justworks","Galileo Research & Strategy","Paperless","","true","false","true","","84-1696212","false","","true","","","","","true","","Yes","","true","false","001AJ000006wojHYAQ","","","","false","true","false","true","","true","","","Galileo Research & Strategy","","25","","","","","Biweekly","Bi-Weekly","","","","","","true","","Cady Riegel","UKG","2023-11-11","2023-11-16","2023-10-29","","2023-11-30","","","","","","","","(718) 598-1721","","","","","","PropelHR","false","","","","","Per Sherri & Matt: okay to offer 4-5 health plans initially if we need to and then remove the ones not used and change start date to1st of month following DOH.","","","","","","","","","","false","Brooklyn","11238","NY","135 Eastern Parkway
Suite 6K","","","","","","CO;KS;MA;MI;NJ;NY;NC;OR;PA;WA;DC","Not Exempt","","","","","","false","false","","","","www.galileoresearch.com","","","","false","2023-09-21","","2005"
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","Rensselaer","12144","NY","1744 Washington Avenue","","","","","","","false","","","","","","false","2023-07-27T14:08:17.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006wpxQYAQ","","","","false","false","false","false","","false","","","Hartgen","","42","","","","","","","","","","","","false","","","","","","","","","","","","","","","","518.300.1478","","","","","","","false","","","","","","","","","","","","","","","false","Rensselaer","12144","NY","1744 Washington Avenue","","","","","","MA;NY;VT","","","","","","","false","false","","","","hartgen.com","","","","false","","",""
"false","Magna Sign - Susan Kramer","","Client","ASO","Referral","","Draw Down Wire (Funds are drafted 72 hours prior to check date)","","","Roswell","30076","GA","11285 Elkins Rd SUITE K-2","S Corp","","","North Atlanta Talent Education, Inc.","","2023-08-07","false","","","GA","","","false","2023-07-28T16:16:46.000Z","Paychex","","Paperless","","false","false","false","","58-2601075","false","","false","","","2023-09-29","","false","","Yes","","false","false","001AJ000006xiLQYAY","","","","false","false","false","false","","true","","","North Atlanta Talent Education (NATE)","","5","","","","","","Monthly","","","","","","false","","Becky Cumberland","Worklio","2023-09-30","2023-09-29","2023-09-01","","","","","","","","","","678-393-8233","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Roswell","30076","GA","11285 Elkins Rd SUITE K-2","","","","","","GA","Not Exempt","","","","","","false","false","","","","http://www.natesuzuki.com/","","","","false","2023-08-17","","2001"
"false","","","Prospect","","","","","","","Nashville","37212","TN","1203 Paris Avenue #104","","","","","","","false","","","","","","false","2023-07-28T18:28:01.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006xmbNYAQ","","","","false","false","false","false","","false","","","The Mayor Agency","","3","","","","","","","","","","","","false","","","","","","","","","","","","","","","","123.456.7891","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TN","","","","","","","false","false","","","","https://themayoragency.com/","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","","","","","","","","","","","false","","","","","","false","2023-07-31T13:40:32.000Z","Insperity","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006zQ5eYAE","","","","false","false","false","false","","false","","","Gigi's Playhouse, Inc","","137","","","","","","","","","","","","false","","","","","","","","","","","","","","","","847-885-6149","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","AZ;CA;CO;FL;GA;IL;IN;IA;LA;MI;MN;NJ;NY;NC;ND;OH;PA;SC;TN;TX;UT;WI","","","","","","","false","false","","","","www.gigisplayhouse.org","","","","false","","",""
"false","","PEO Spectrum","Prospect","PEO","Broker","","","","","New York","10022","NY","430 Park Avenue","","","","","","","false","","","","","","false","2023-07-31T13:50:00.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","001AJ000006zTaMYAU","","","","false","false","false","false","","false","","","Midwood Management Corp","","90","","","","","","","","","","","","false","","","","","","","","","","","","","","","","646-292-4946","","","","","","","false","","","","","","","","","","","","","","","false","New York","10022","NY","430 Park Avenue","","","","","","CA;FL;MA;NY;PA","","","","","","","false","false","","","","midwoodid.com","","","","false","","",""
